vendor_name,address_line1,city,state,postal_code,country,phone_number,email,industry,annual_revenue,last_updated
Alpha Global Systems,"8281 West Blvd, New York, NY 88119",New York,NY,88119,USA,-10138,alpha.global@alphaglobal.com,Technology,55215054.87,26-07-2023
Pioneer LLC Global,"4176 Maple Dr, Jacksonville, FL 13176",Jacksonville,FL,13176,USA,-5234,,Consulting,11438159.01,20-07-2024
Prime Ventures,"5538 Lake Rd, Seattle, WA 68125",Seattle,WA,68125,USA,-10112,prime.ventures@primeventures.com,Hospitality,72945782.63,28-03-2023
Nxus Group,"6542 Broadway Ave, New York, NY 81578",New York,NY,81578,USA,-9990,nexus.group@nexusgroup.com,Technology,5473533.96,19-02-2023
Summit Technologies,"9772 Oak Place, Jacksonville, FL 37997",Jacksonville,FL,37997,USA,-9476,summit.technologies@summittechnologies.com,Technology,88680050.96,24-05-2024
Crest Globl,"1969 Lake Ave, Washington, DC 86012",Washington,DC,86012,USA,-10983,,Logistics,32572305.22,29-12-2023
Delta Networks Dynamics,"3169 South Blvd, San Jose, CA 49035",San Jose,CA,49035,USA,-2676,,Construction,17316962.93,02-07-2024
Gamma Ventures,"7049 Maple Terrace, Dallas, TX 26749",Dallas,TX,26749,USA,-7490,gamma.ventures@gammaventures.com,Wholesale,9753177.94,01-09-2024
Quantum Goup,"946 West St, San Francisco, CA 98947",San Francisco,CA,98947,USA,-3226,quantum.group@quantumgroup.com,Retail,60740937.53,24-01-2023
Alpha Ventures Co,"6279 Washington Blvd, Dallas, TX 92789",Dallas,TX,92789,USA,-8926,alpha.ventures@alphaventures.com,Finance,34421659.14,08-09-2023
Vanguard Dynamics,"2981 North Court, Philadelphia, PA 13338",Philadelphia,PA,13338,USA,-7368,,Retail,44219470.46,10-04-2023
Evergreen Industries,"5240 Park Rd, Indianapolis, IN 33151",Indianapolis,IN,33151,USA,-10091,evergreen.industries@evergreenindustries.com,Technology,56635326.43,09-10-2024
Delta Holings,"7835 Center Ave, San Diego, CA 19208",San Diego,CA,19208,USA,-11037,,Construction,12210653.06,23-08-2023
Evergreen LLC Technologies,"1752 Broadway Ave, San Jose, CA 52418",San Jose,CA,52418,USA,-4103,,Wholesale,9382074.05,30-05-2024
Nexus Group,"2986 South Ln, Columbus, OH 15440",Columbus,OH,15440,USA,-4163,nexus.group@nexusgroup.com,Healthcare,58170105.47,11-05-2023
Vanguard Industries,"1200 Valley Court, Indianapolis, IN 36610",Indianapolis,IN,36610,USA,-11084,,Finance,93084886.82,28-10-2024
Delta Industries,"188 Cedar Terrace, Los Angeles, CA 77973",Los Angeles,CA,77973,USA,-6012,delta.industries@deltaindustries.com,Healthcare,71527024.41,12-04-2024
Apex Ventures,"1246 Elm Court, Washington, DC 23620",Washington,DC,23620,USA,-7803,,Retail,16470867.19,24-11-2023
Beta Technologies,"4978 Main Dr, Columbus, OH 37007",Columbus,OH,37007,USA,-8842,beta.technologies@betatechnologies.com,Retail,75189425.53,29-04-2024
Vertex Systems,"7603 Ridge Rd, Austin, TX 33153",Austin,TX,33153,USA,-6219,,Wholesale,13278368.12,17-01-2023
Quantum Inc,"5685 East Court, San Jose, CA 37944",San Jose,CA,37944,USA,-5097,,Logistics,26898924.38,05-08-2024
Pioneer Global,"8166 Market Terrace, Philadelphia, PA 89483",Philadelphia,PA,89483,USA,-5796,pioneer.global@pioneerglobal.com,Hospitality,9794791.73,26-03-2023
Evergreen Holdings,"6047 Washington Dr, San Jose, CA 22000",San Jose,CA,22000,USA,-6880,evergreen.holdings@evergreenholdings.com,Hospitality,98396629.89,17-02-2024
Golden International,"2956 Park Way, Dallas, TX 34636",Dallas,TX,34636,USA,-1871,golden.international@goldeninternational.com,Hospitality,85216190.24,02-02-2024
Alpha Inc Co,"4904 Valley Dr, Charlotte, NC 19803",Charlotte,NC,19803,USA,-9939,alpha.inc@alphainc.com,Wholesale,64326930.85,02-11-2023
Silver Inc Systems,"2175 Hill Terrace, Los Angeles, CA 96282",Los Angeles,CA,96282,USA,-10853,,Manufacturing,12952748.43,29-11-2023
tlas Solutions,"8128 Ridge St, Seattle, WA 52554",Seattle,WA,52554,USA,-3694,atlas.solutions@atlassolutions.com,Construction,2854568.28,01-03-2023
Prime Soutions,"6870 Cedar Way, Washington, DC 43361",Washington,DC,43361,USA,-11107,prime.solutions@primesolutions.com,Construction,11683143.44,28-11-2024
Nexus Glbal,"9136 Valley Terrace, Jacksonville, FL 36762",Jacksonville,FL,36762,USA,-9815,nexus.global@nexusglobal.com,Consulting,23658689.69,12-09-2024
Pioneer Ltd,"9474 Hill Ave, Jacksonville, FL 69805",Jacksonville,FL,69805,USA,-6905,pioneer.ltd@pioneerltd.com,Manufacturing,87387215.45,21-04-2023
Omega Solutions,"3379 West Way, New York, NY 52141",New York,NY,52141,USA,-9428,omega.solutions@omegasolutions.com,Retail,70522204.44,18-11-2023
Omega Systems Industries,"3982 Lake Way, Chicago, IL 81248",Chicago,IL,81248,USA,-7486,omega.systems@omegasystems.com,Healthcare,92208523.03,04-11-2024
Zenith Venturs,"5326 Hill Ave, Chicago, IL 39620",Chicago,IL,39620,USA,-9558,zenith.ventures@zenithventures.com,Healthcare,32699581.77,10-10-2024
Apex Co,"2259 Market Way, New York, NY 29621",New York,NY,29621,USA,-5284,apex.co@apexco.com,Technology,76601041.05,03-06-2023
Vertex Holdings,"367 Maple Ln, Columbus, OH 66761",Columbus,OH,66761,USA,-2393,vertex.holdings@vertexholdings.com,Healthcare,70105470.57,14-11-2024
Golden LLC,"4992 South Ave, Los Angeles, CA 99002",Los Angeles,CA,99002,USA,-3294,,Technology,85252146.38,16-10-2024
Synergy Holdings,"7233 South Place, Jacksonville, FL 16399",Jacksonville,FL,16399,USA,-10011,synergy.holdings@synergyholdings.com,Finance,2114486.56,23-02-2023
Pioneer Grop,"2678 Elm Way, Dallas, TX 19724",Dallas,TX,19724,USA,-8211,pioneer.group@pioneergroup.com,Logistics,45863779.54,17-03-2023
Gama Corp,"8187 East Court, Houston, TX 74268",Houston,TX,74268,USA,-7017,gamma.corp@gammacorp.com,Manufacturing,1402602.57,09-03-2023
Apex Systems Systems,"5292 Sunset Rd, Phoenix, AZ 19611",Phoenix,AZ,19611,USA,-11244,,Finance,78255526.63,06-06-2023
Evergreen Neworks,"2076 East St, Philadelphia, PA 17493",Philadelphia,PA,17493,USA,-10778,evergreen.networks@evergreennetworks.com,Manufacturing,85776015.83,17-08-2023
Summit Industris,"2315 East Ln, Philadelphia, PA 92990",Philadelphia,PA,92990,USA,-5968,summit.industries@summitindustries.com,Healthcare,95378853.46,19-11-2024
Pioneer Technologies,"6396 Broadway Court, San Francisco, CA 10279",San Francisco,CA,10279,USA,-3009,pioneer.technologies@pioneertechnologies.com,Construction,86735273.9,03-05-2023
Apex Holdings Corp,"717 Pine Blvd, Fort Worth, TX 57857",Fort Worth,TX,57857,USA,-11198,apex.holdings@apexholdings.com,Hospitality,61563093.42,16-03-2023
Zenith Ltd,"7601 Broadway Ln, Phoenix, AZ 41140",Phoenix,AZ,41140,USA,-4306,zenith.ltd@zenithltd.com,Finance,70341929.25,18-02-2024
Atlas Group,"9278 Lake Court, Los Angeles, CA 74293",Los Angeles,CA,74293,USA,-3239,atlas.group@atlasgroup.com,Hospitality,63704294.03,29-01-2024
Golden Holdings,"3771 South Place, Columbus, OH 87263",Columbus,OH,87263,USA,-6259,,Logistics,84469094.07,21-02-2024
Alpha Technologies,"9603 Maple Court, Seattle, WA 81223",Seattle,WA,81223,USA,-4023,alpha.technologies@alphatechnologies.com,Manufacturing,8676086.92,24-11-2023
Summit Venture,"2753 Lake St, Charlotte, NC 82110",Charlotte,NC,82110,USA,-7949,,Technology,49530526.72,15-07-2024
AlphaDynamics,"3738 Oak Rd, Los Angeles, CA 86771",Los Angeles,CA,86771,USA,-7025,alpha.dynamics@alphadynamics.com,Consulting,2281082.12,03-07-2024
Summit International,"8119 Washington Court, Denver, CO 78447",Denver,CO,78447,USA,-5592,summit.international@summitinternational.com,Wholesale,90698642.48,24-08-2023
Beta International Holdings,"938 Ridge Ave, San Jose, CA 54187",San Jose,CA,54187,USA,-2942,,Wholesale,34147491.61,12-09-2023
Golden Systems,"8598 Oak Place, Washington, DC 46376",Washington,DC,46376,USA,-2276,golden.systems@goldensystems.com,Retail,76051422.39,10-07-2024
Crest Enterprises,"4527 South Rd, Denver, CO 57464",Denver,CO,57464,USA,-5039,,Healthcare,78704936.03,06-04-2024
Alpha Global,"4669 North Ave, San Antonio, TX 97057",San Antonio,TX,97057,USA,-10312,alpha.global@alphaglobal.com,Healthcare,20058685.82,11-06-2024
Delta Industries,"9708 Broadway Rd, Washington, DC 49689",Washington,DC,49689,USA,-5995,delta.industries@deltaindustries.com,Consulting,83705797.2,19-11-2024
Crest Ltd,"4628 Broadway Rd, Phoenix, AZ 85602",Phoenix,AZ,85602,USA,-2988,crest.ltd@crestltd.com,Construction,75513225.88,25-05-2024
Omega Co,"1203 North Rd, Los Angeles, CA 48083",Los Angeles,CA,48083,USA,-2259,omega.co@omegaco.com,Hospitality,95618189.05,01-05-2024
Vertex Ltd Group,"5094 Lake Place, New York, NY 38569",New York,NY,38569,USA,-8497,vertex.ltd@vertexltd.com,Consulting,58540045.81,17-09-2024
Quantm Industries,"7541 Elm Ln, Austin, TX 94149",Austin,TX,94149,USA,-6744,,Healthcare,86226838.4,01-07-2023
Atlas Industies,"1853 North Ln, Fort Worth, TX 50903",Fort Worth,TX,50903,USA,-6296,atlas.industries@atlasindustries.com,Consulting,7675329.89,12-05-2023
Omega Co,"731 Elm Ln, Los Angeles, CA 67646",Los Angeles,CA,67646,USA,-5668,,Healthcare,75941256.66,10-07-2024
Pime Corp,"719 West Rd, Houston, TX 26995",Houston,TX,26995,USA,-10712,,Hospitality,38638410.01,17-01-2023
Crest Global Networks,"6222 Sunset Dr, Austin, TX 97580",Austin,TX,97580,USA,-3692,crest.global@crestglobal.com,Wholesale,72291248.02,18-04-2024
Zenith Group Holdings,"9335 Hill Ln, Fort Worth, TX 80626",Fort Worth,TX,80626,USA,-3653,,Healthcare,95104873.04,25-04-2023
Summit Technologies,"4006 Market Dr, Los Angeles, CA 50917",Los Angeles,CA,50917,USA,-10396,summit.technologies@summittechnologies.com,Logistics,58655847.08,17-03-2023
Synergy Holdings LLC,"440 Market Court, San Diego, CA 88602",San Diego,CA,88602,USA,-7289,synergy.holdings@synergyholdings.com,Healthcare,97879291,15-12-2023
Vanguard International,"6130 Cedar Blvd, Chicago, IL 26388",Chicago,IL,26388,USA,-10658,vanguard.international@vanguardinternational.com,Wholesale,96459015.78,15-09-2024
Vanguard Technologies,"1475 Center St, San Jose, CA 44306",San Jose,CA,44306,USA,-4472,,Consulting,17620325.18,10-01-2023
Pioner Holdings,"5968 Oak Ave, New York, NY 87635",New York,NY,87635,USA,-3558,,Healthcare,6579599.3,26-07-2024
Alpha Dynamics,"5823 Center Ln, Los Angeles, CA 28823",Los Angeles,CA,28823,USA,-7074,alpha.dynamics@alphadynamics.com,Manufacturing,22059358.31,03-08-2024
SynergyEnterprises,"4421 Elm Ave, San Diego, CA 13907",San Diego,CA,13907,USA,-8522,synergy.enterprises@synergyenterprises.com,Logistics,21970375.41,08-04-2024
Beta Inc,"2884 Maple Ln, San Francisco, CA 81377",San Francisco,CA,81377,USA,-3403,beta.inc@betainc.com,Manufacturing,2191436.69,18-12-2023
Ape Enterprises,"2486 Valley Way, San Francisco, CA 83222",San Francisco,CA,83222,USA,-3029,apex.enterprises@apexenterprises.com,Retail,75391577.42,27-03-2023
Atlas Ltd Global,"5053 Lake Dr, San Antonio, TX 67269",San Antonio,TX,67269,USA,-3717,atlas.ltd@atlasltd.com,Construction,45671545.51,24-08-2023
Delta Co,"3501 East Rd, Houston, TX 35351",Houston,TX,35351,USA,-2559,delta.co@deltaco.com,Healthcare,25022746.14,16-08-2024
Verex Inc,"8234 Broadway Way, Columbus, OH 60879",Columbus,OH,60879,USA,-7386,,Technology,90863646.86,20-11-2023
Cest Inc,"3714 East Ln, Indianapolis, IN 94857",Indianapolis,IN,94857,USA,-10483,crest.inc@crestinc.com,Logistics,91244569.81,23-01-2023
Delta Intenational,"4251 Lake Ln, Philadelphia, PA 65765",Philadelphia,PA,65765,USA,-9646,delta.international@deltainternational.com,Construction,67052017.98,08-12-2024
Beta Group,"7329 South Ln, Dallas, TX 90542",Dallas,TX,90542,USA,-5917,beta.group@betagroup.com,Manufacturing,60070526.43,19-03-2023
Omega Holdings,"7961 Lake Rd, Chicago, IL 49767",Chicago,IL,49767,USA,-9096,omega.holdings@omegaholdings.com,Consulting,31278361.98,05-08-2023
Pioneer Group,"4703 Elm Dr, New York, NY 34175",New York,NY,34175,USA,-2216,pioneer.group@pioneergroup.com,Retail,44696118.19,18-11-2024
Evergreen Ventures Co,"9796 Hill Ln, Houston, TX 87466",Houston,TX,87466,USA,-9941,evergreen.ventures@evergreenventures.com,Logistics,81092612.23,17-06-2024
Nexus Inc,"739 Pine Rd, Seattle, WA 49373",Seattle,WA,49373,USA,-7457,nexus.inc@nexusinc.com,Manufacturing,40023729.65,27-12-2024
Apha Enterprises,"4335 Elm Rd, Indianapolis, IN 73211",Indianapolis,IN,73211,USA,-8163,alpha.enterprises@alphaenterprises.com,Consulting,50708540.15,15-05-2023
SummitLLC,"6568 South St, Phoenix, AZ 97010",Phoenix,AZ,97010,USA,-3243,summit.llc@summitllc.com,Logistics,82088920.46,09-12-2023
Delta Industries,"2559 Maple St, Austin, TX 66999",Austin,TX,66999,USA,-8360,delta.industries@deltaindustries.com,Healthcare,68468206.73,12-04-2023
Delta Inc,"652 Oak Dr, San Francisco, CA 68646",San Francisco,CA,68646,USA,-6255,delta.inc@deltainc.com,Logistics,53251685.52,30-06-2023
Apex Venture,"8755 Lake Way, Columbus, OH 85545",Columbus,OH,85545,USA,-6396,apex.ventures@apexventures.com,Technology,68950548.5,15-10-2024
Zenith Solutions,"8968 Center Court, San Antonio, TX 16607",San Antonio,TX,16607,USA,-7006,zenith.solutions@zenithsolutions.com,Healthcare,47461979.07,10-10-2023
Beta Ventures,"2235 Washington Ave, San Francisco, CA 61093",San Francisco,CA,61093,USA,-9143,,Retail,39418676.72,25-09-2024
Evergreen Dynamics,"2163 Center Blvd, Jacksonville, FL 53501",Jacksonville,FL,53501,USA,-4423,evergreen.dynamics@evergreendynamics.com,Consulting,71286459.13,17-08-2023
Alpha Enterprises,"6940 Cedar Ave, Austin, TX 23130",Austin,TX,23130,USA,-2822,alpha.enterprises@alphaenterprises.com,Hospitality,14731862.01,10-12-2023
Golden Systems Group,"4985 Main Ln, Dallas, TX 55264",Dallas,TX,55264,USA,-8095,,Technology,35745874.54,14-03-2024
Nexus Enterprises,"4031 Oak Rd, Fort Worth, TX 97653",Fort Worth,TX,97653,USA,-4615,nexus.enterprises@nexusenterprises.com,Healthcare,96886235.05,23-01-2024
Beta Ltd,"9784 West Terrace, San Diego, CA 34807",San Diego,CA,34807,USA,-10842,beta.ltd@betaltd.com,Technology,91782215.19,06-08-2024
Prime Industries,"8108 South Rd, Charlotte, NC 73768",Charlotte,NC,73768,USA,-5802,prime.industries@primeindustries.com,Retail,14010567.33,13-12-2023
Pioneer nc,"1661 Center Dr, San Jose, CA 99365",San Jose,CA,99365,USA,-10986,pioneer.inc@pioneerinc.com,Consulting,15591058.58,01-07-2023
ertex Inc,"3039 Main Ln, Houston, TX 67050",Houston,TX,67050,USA,-8720,,Consulting,16391994.9,07-01-2024
Silver Technologies,"3441 North Place, Jacksonville, FL 52329",Jacksonville,FL,52329,USA,-9618,silver.technologies@silvertechnologies.com,Consulting,74828997.5,14-08-2023
Vanguard Co,"5635 Market Dr, New York, NY 48027",New York,NY,48027,USA,-9071,vanguard.co@vanguardco.com,Wholesale,58103026.69,28-04-2023
Zenith Dynamics Holdings,"9745 Pine Court, Fort Worth, TX 19802",Fort Worth,TX,19802,USA,-4464,zenith.dynamics@zenithdynamics.com,Technology,72207473.86,12-03-2024
Beta LLC LLC,"2881 Broadway Dr, Fort Worth, TX 36702",Fort Worth,TX,36702,USA,-2837,,Consulting,77411721.22,04-05-2023
Silver Global International,"7466 Maple Dr, Philadelphia, PA 26963",Philadelphia,PA,26963,USA,-7556,silver.global@silverglobal.com,Logistics,92862330.63,12-04-2023
Gamma Industries,"527 Ridge Rd, Phoenix, AZ 39623",Phoenix,AZ,39623,USA,-10306,gamma.industries@gammaindustries.com,Manufacturing,69914616.29,30-06-2024
Quantum Internatinal,"1996 Hill St, Indianapolis, IN 51504",Indianapolis,IN,51504,USA,-4242,,Retail,58588854.2,17-07-2024
Prime LLC,"9281 Hill St, Indianapolis, IN 41910",Indianapolis,IN,41910,USA,-8180,prime.llc@primellc.com,Finance,68035773.04,15-01-2023
Evergreen Systems,"6965 Center Way, New York, NY 90387",New York,NY,90387,USA,-4160,evergreen.systems@evergreensystems.com,Finance,62015455.5,20-08-2024
Vertex Inc Enterprises,"161 East Place, San Antonio, TX 54377",San Antonio,TX,54377,USA,-7824,vertex.inc@vertexinc.com,Healthcare,56329382.77,17-05-2024
Nexus Solutions Global,"6529 West Blvd, Seattle, WA 43450",Seattle,WA,43450,USA,-6723,,Retail,89367722.59,07-06-2024
Alph International,"1930 Center Court, Denver, CO 22114",Denver,CO,22114,USA,-8872,alpha.international@alphainternational.com,Consulting,57793286.82,25-03-2023
Zenith Enterprises,"1753 North Court, Seattle, WA 48838",Seattle,WA,48838,USA,-5903,zenith.enterprises@zenithenterprises.com,Logistics,80771698.75,18-07-2023
Quantum Industries,"4651 Oak Place, San Francisco, CA 10217",San Francisco,CA,10217,USA,-8311,quantum.industries@quantumindustries.com,Finance,96614394.67,03-10-2023
Atlas LLC Holdings,"9409 Market Ln, Seattle, WA 74571",Seattle,WA,74571,USA,-5765,atlas.llc@atlasllc.com,Logistics,26800784.7,17-08-2024
Vertex Group Ltd,"8296 Center Terrace, Philadelphia, PA 13206",Philadelphia,PA,13206,USA,-7282,,Healthcare,98107979.37,07-06-2024
Silver Ltd,"4329 Main Ln, San Jose, CA 27901",San Jose,CA,27901,USA,-11340,,Logistics,77672537.83,02-12-2024
Alpha Industries Holdings,"6793 North Dr, Phoenix, AZ 40330",Phoenix,AZ,40330,USA,-6661,alpha.industries@alphaindustries.com,Retail,18060013.57,16-06-2024
Quantum Dynamics,"9704 South Place, Dallas, TX 17745",Dallas,TX,17745,USA,-6193,quantum.dynamics@quantumdynamics.com,Retail,92614305.2,07-04-2023
Atls Inc,"9964 Oak Rd, Los Angeles, CA 30321",Los Angeles,CA,30321,USA,-8486,,Wholesale,26885079.18,03-10-2024
Evergreen Holdings,"7486 South Terrace, Washington, DC 20421",Washington,DC,20421,USA,-10022,evergreen.holdings@evergreenholdings.com,Technology,39112824.9,23-02-2024
Silver Group Corp,"521 Ridge Rd, Fort Worth, TX 55004",Fort Worth,TX,55004,USA,-2422,,Construction,42628369.69,16-03-2023
Quantum Vetures,"9590 Valley Ln, Fort Worth, TX 42794",Fort Worth,TX,42794,USA,-6453,quantum.ventures@quantumventures.com,Manufacturing,30678367.26,21-03-2023
Golden Holding,"6723 Broadway Blvd, Columbus, OH 99600",Columbus,OH,99600,USA,-7410,golden.holdings@goldenholdings.com,Finance,10638984.3,06-02-2023
Zenith Networks,"9764 Cedar Terrace, San Francisco, CA 96166",San Francisco,CA,96166,USA,-10385,zenith.networks@zenithnetworks.com,Retail,48004673.52,04-08-2024
Summit Group,"9021 Washington Dr, Charlotte, NC 18410",Charlotte,NC,18410,USA,-5660,summit.group@summitgroup.com,Finance,74137413.01,26-01-2024
Prime Ltd,"7661 Broadway Dr, Denver, CO 90051",Denver,CO,90051,USA,-8746,prime.ltd@primeltd.com,Finance,46984592.07,13-07-2023
Atlas International,"7690 Hill St, Phoenix, AZ 99014",Phoenix,AZ,99014,USA,-3983,atlas.international@atlasinternational.com,Logistics,29267464.68,06-01-2023
Nexus LLC,"1027 Main Rd, Philadelphia, PA 11492",Philadelphia,PA,11492,USA,-5293,,Construction,12964787.26,11-08-2024
QuantumSolutions,"1085 Main Blvd, Phoenix, AZ 93328",Phoenix,AZ,93328,USA,-4534,quantum.solutions@quantumsolutions.com,Healthcare,79198296.33,09-02-2023
Prime Ltd International,"5394 South Way, San Antonio, TX 27726",San Antonio,TX,27726,USA,-8079,prime.ltd@primeltd.com,Finance,45479274.97,14-10-2024
Synergy Inc,"8311 East St, New York, NY 54946",New York,NY,54946,USA,-6671,synergy.inc@synergyinc.com,Construction,83184430.37,04-04-2024
Silver Group,"5201 Center Court, Jacksonville, FL 38767",Jacksonville,FL,38767,USA,-8414,,Finance,58348784.96,23-04-2024
Atlas Industries,"1390 Sunset Rd, San Jose, CA 41972",San Jose,CA,41972,USA,-5046,atlas.industries@atlasindustries.com,Construction,46132219.91,01-06-2024
Vanguard Holdings,"5428 Oak Ln, Phoenix, AZ 37408",Phoenix,AZ,37408,USA,-9921,vanguard.holdings@vanguardholdings.com,Finance,3378925.33,24-08-2024
Vanguard Group,"1198 Oak Way, Denver, CO 20203",Denver,CO,20203,USA,-10100,vanguard.group@vanguardgroup.com,Logistics,59090571.53,29-10-2023
Quantum International,"1885 Cedar Blvd, Washington, DC 99529",Washington,DC,99529,USA,-6855,quantum.international@quantuminternational.com,Retail,20858284.24,10-04-2024
Quantum Global Systems,"1203 Washington Place, Seattle, WA 83141",Seattle,WA,83141,USA,-3599,,Healthcare,77666109.51,07-11-2024
Beta International Global,"399 Market Ave, Phoenix, AZ 97382",Phoenix,AZ,97382,USA,-2194,beta.international@betainternational.com,Wholesale,62530867.9,15-08-2023
Alpha Industries,"6894 Center Rd, Los Angeles, CA 88296",Los Angeles,CA,88296,USA,-6838,alpha.industries@alphaindustries.com,Retail,32809048.53,22-06-2024
Atlas LLC,"255 Maple Ave, Austin, TX 28376",Austin,TX,28376,USA,-5518,atlas.llc@atlasllc.com,Finance,76298144.71,30-03-2024
Delta Networs,"7006 North Blvd, Washington, DC 39748",Washington,DC,39748,USA,-10604,delta.networks@deltanetworks.com,Logistics,81656575.25,15-06-2023
